name,top_keywords,x,y,discipline_en,discipline_sp
"Puig, Maria Lucrecia","aberrans, 00, eucalypti, nacobbus, 10, misty, neal",3.0492232,1.2416368,Agronomy & Plant Sciences,Botánica y agronomía
"Puig, Silvia","diet, guanaco, pennata, food, shrubs, payunia, choique",5.353634,3.017187,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Puigdomenech Negre, Carla Gimena","trapial, lonco, amphibole, varvarco, plutons, tonalite, volcanic",5.5083265,6.5872746,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Puigdomenech, Elisa","testicular, infertile, mel, melatonin, pgd2, testes, crh",-0.49969995,1.3725343,Cell Biology & Oncology,Biología celular
"Puiggros, Adriana Victoria","educación, saldo, gobierno, fondo, salarios, ley, derecho",-1.6028173,6.921761,Social Sciences & Humanities,Ciencias sociales y humanidades
"Pujadas, Julieta Marina","columella, spirulina, neotropica, pseudosuccinea, arthrospira, galba, lymnaeidae",5.890459,3.4129837,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Pujals, María","escolar, cie, els, batería, avaluació, bateria, primerenca",-2.43221,5.528878,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Pujalte, Alejandro Patricio","science, obstáculos, epistemológicos, ciencia, education, cultural, ciência",-2.1587152,6.4795966,Social Sciences & Humanities,Ciencias sociales y humanidades
"Pujalte, Mercedes Susana","grammaticalization, concordancia, impersonales, concordadas, igual, construcciones, lexical",-2.3181221,7.336747,Social Sciences & Humanities,Ciencias sociales y humanidades
"Pujana, Matías","cyp21a2, ghrd3, gspf, dbs, ghrfl, 21ohd, gen",-1.1506745,1.8654144,Cell Biology & Oncology,Biología celular
"Pujana, Roberto Roman","woods, fossil, cretaceous, wood, patagonia, araucariaceae, formation",6.2694645,5.2197704,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Pujato, Nazarena","cp5, aureus, vacr, leptospira, suam, β1, igm",1.3979417,-1.6784809,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Pujato, Silvina","phage, phages, espaciadores, leuconostoc, crispr3, fagos, mb1",1.5733864,-0.15296455,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Pujol Cols, Lucas Joan","job, lgbt, engagement, satisfacción, cses, satisfaction, cse",-1.5882795,5.8346777,Social Sciences & Humanities,Ciencias sociales y humanidades
"Pujol Lereis, Luciana Mercedes","phloxine, ceramide, capitata, coma, flies, ceratitis, hematoporphyrin",4.993422,0.7533528,Agronomy & Plant Sciences,Botánica y agronomía
"Pujol, Alejandro Javier","inflationary, accretion, cru, collapse, dwarf, symbiotic, white",-6.8617826,1.6592592,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Pujol, Carlos Alberto","herpes, sulfated, virus, antiviral, simplex, hsv, carrageenans",1.7552413,-1.7383711,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Pujol, Maria Gabriela","caballitos, rafting, floatingdebris, ofhippocampus, patagonicusby, perse, mitológicos",5.4691887,4.3008504,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Pujol, Sergio Alejandro","música, tango, rock, yupanqui, charly, popular, musical",-0.058477033,8.824919,Social Sciences & Humanities,Ciencias sociales y humanidades
"Pujol, Silvana","parkinson, kinesia, social, enfermedad, paradojal, movimiento, paradoxical",-2.3029382,3.827522,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Pujos, François Roger Francis","sloths, miocene, sloth, amazonia, oligocene, late, extinct",6.4953322,4.548822,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Pujro Tarquino, Richard Alfonzo","cracking, tars, aromatics, catalysts, fcc, reactions, fluidized",-4.6197352,-0.9564313,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Puleston, Pablo Federico","sliding, control, wind, controller, nonlinear, power, fuel",-4.539265,2.1337008,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Puleston, Paul F","bus, microgrid, dc, ac, dwig, energy, stator",-4.4866915,2.1646771,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Puliafito, Salvador Enrique","emissions, wrf, inventories, air, emission, inventory, atmospheric",2.853366,5.033835,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Pulido Carrasquero, Alcibeth Yoselin","extracto, células, liposoluble, rd, celular, rabdomiosarcoma, tca",-0.3425033,-0.60186183,Cell Biology & Oncology,Biología celular
"Pulido, Aldana Beatriz","xx, rosario, 1920, cosidora, meitat, moral, relats",-0.6739431,7.9211216,Social Sciences & Humanities,Ciencias sociales y humanidades
"Pulido, Manuel Arturo","wave, gravity, drag, waves, assimilation, model, error",3.2961235,5.488855,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Pulleiro, Adrian","intelectual, intellectual, cultural, mocho, canclini, revista, traditions",-0.48668742,8.174356,Social Sciences & Humanities,Ciencias sociales y humanidades
"Pungitore, Carlos Rodolfo","dna, taq, polymerase, catalpol, polymerases, ic50, activity",-2.555027,-1.2139461,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Punta, Gabriel","imperial, cormorants, shags, isla, vernaci, rock, pellets",5.4546423,3.8654313,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Puntarulo, Susana Ángela","fe, oxidative, content, brain, radical, lipid, stress",-0.92737526,0.41974807,Cell Biology & Oncology,Biología celular
"Punte, Graciela Maria","brushite, diffraction, adps, vibrational, d001, crystal, machining",-4.600812,-0.70730644,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Puntel, María Laura","housing, viviendas, resistencia, habitacionales, habitabilidad, vivienda, digno",1.2322382,6.905807,Social Sciences & Humanities,Ciencias sociales y humanidades
"Puntel, Mariana","bhv, h1n1, virus, influenza, vhhs, lrrk, cells",0.9436145,-2.0270164,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Puntieri, Fiona","ateles, sce, primates, instability, chromosome, chromatid, telomere",5.595888,2.5380914,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Puntieri, Javier Guido","species, pumilio, growth, trees, especies, nothofagus, plants",4.3585706,2.5440378,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Puntillo, Melisa Anahí","lf2, eps, kéfir, lpav, yogurt, tnbs, kefir",1.4404804,0.061308157,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Puntoriero, María Laura","arsenic, groundwater, µg, fluoride, chasicó, water, odontesthes",2.9494011,3.9310036,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Pupareli, Carmen","pd, l1, patients, hpv, nsclc, cancer, tp53",-0.82812446,-2.0730474,Cell Biology & Oncology,Biología celular
"Pupio, María Alejandra","arqueología, museos, museum, artayeta, amadeo, moreno, francisco",2.3669176,7.8158045,Social Sciences & Humanities,Ciencias sociales y humanidades
"Puppo, María Cecilia","flour, dough, wheat, bread, gluten, prosopis, breads",1.2307467,1.1651348,Agronomy & Plant Sciences,Botánica y agronomía
"Puppo, María Lucía","poesía, berenguer, núñez, poética, loynaz, poetry, vicuña",-0.5253786,9.21095,Social Sciences & Humanities,Ciencias sociales y humanidades
"Puppo, Soledad","suicide, suicidal, csa, attempts, impulsivity, risk, lethality",-1.9800793,4.789246,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Puricelli, Eduardo Carlos Jose Maria","soyabean, cristata, glyphosate, seed, row, weed, anoda",3.5632734,1.355853,Agronomy & Plant Sciences,Botánica y agronomía
"Puricelli, Lydia Ines","tumor, lung, metastatic, cell, cancer, patients, cells",-0.99928534,-1.8182509,Cell Biology & Oncology,Biología celular
"Puricelli, Marino Marcelo","pfp, glyphosate, amf, rvs, newen, soil, zn",3.2337227,2.7169778,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Puricelli, Verónica Viviana","popular, pickers, workers, economy, waste, economía, mercedes",1.438672,5.8050075,Social Sciences & Humanities,Ciencias sociales y humanidades
"Purlis, Emmanuel","baking, bread, browning, modelling, food, heat, protozoarios",1.1437147,1.2599157,Agronomy & Plant Sciences,Botánica y agronomía
"Purrello, Víctor Hugo","auger, bistable, pierre, damping, cosmic, observatory, showers",-7.3486443,1.1099365,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Purro, Silvia Amneris","phe, dcp, tubulin, dt, plants, pku, removal",-2.548602,-1.1709787,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Purslow, Peter","perimysium, cooking, castrated, castrados, meat, carne, intramuscular",1.0751104,1.5933634,Agronomy & Plant Sciences,Botánica y agronomía
"Pury, Pedro Angel","walking, walkers, fdd, unstimulated, stimulated, target, fractal",-5.2552586,2.2144778,"Physics, Chemistry & Astronomy","Física, química y astronomía"
